,balls,date,fours,oppo,runs,sixes,srate,venue
150,47,5 Dec 2013,6,v India,77,4,163.82,Johannesburg
151,4,8 Dec 2013,0,v India,3,0,75.00,Durban
152,101,11 Dec 2013,6,v India,109,5,107.92,Centurion
153,70,6 Jul 2014,5,v Sri Lanka,75,1,107.14,Colombo (RPS)
154,41,9 Jul 2014,3,v Sri Lanka,29,0,70.73,Pallekele
155,71,12 Jul 2014,11,v Sri Lanka,108,4,152.11,Hambantota
156,12,17 Aug 2014,0,v Zimbabwe,21,2,175.00,Bulawayo
157,4,19 Aug 2014,0,v Zimbabwe,1,0,25.00,Bulawayo
158,106,27 Aug 2014,11,v Australia,136,2,128.30,Harare
159,19,2 Sep 2014,0,v Australia,6,0,31.57,Harare
160,18,4 Sep 2014,2,v Zimbabwe,16,0,88.88,Harare
161,41,6 Sep 2014,6,v Australia,57,2,139.02,Harare
162,85,21 Oct 2014,9,v New Zealand,89,0,104.70,Mount Maunganui
163,25,24 Oct 2014,5,v New Zealand,37,1,148.00,Mount Maunganui
164,37,27 Oct 2014,4,v New Zealand,33,0,89.18,Hamilton
165,76,14 Nov 2014,4,v Australia,80,1,105.26,Perth
166,41,16 Nov 2014,8,v Australia,48,0,117.07,Perth
167,34,19 Nov 2014,6,v Australia,52,1,152.94,Canberra
168,88,21 Nov 2014,6,v Australia,91,0,103.40,Melbourne
169,94,16 Jan 2015,6,v West Indies,81,0,86.17,Durban
170,44,18 Jan 2015,9,v West Indies,149,16,338.63,Johannesburg
171,25,25 Jan 2015,3,v West Indies,19,0,76.00,Port Elizabeth
172,36,15 Feb 2015,1,v Zimbabwe,25,1,69.44,Hamilton
173,38,22 Feb 2015,3,v India,30,0,78.94,Melbourne
174,66,27 Feb 2015,17,v West Indies,162,8,245.45,Sydney
175,9,3 Mar 2015,1,v Ireland,24,2,266.66,Canberra
176,58,7 Mar 2015,7,v Pakistan,77,5,132.75,Auckland
177,82,12 Mar 2015,6,v U.A.E.,99,4,120.73,Wellington
178,45,24 Mar 2015,8,v New Zealand,65,1,144.44,Auckland
179,9,19 Aug 2015,1,v New Zealand,9,0,100.00,Centurion
180,45,23 Aug 2015,1,v New Zealand,31,0,68.88,Potchefstroom
181,48,26 Aug 2015,8,v New Zealand,64,1,133.33,Durban
182,73,11 Oct 2015,5,v India,104,6,142.46,Kanpur
183,20,14 Oct 2015,1,v India,19,1,95.00,Indore
184,5,18 Oct 2015,1,v India,4,0,80.00,Rajkot
185,107,22 Oct 2015,10,v India,112,2,104.67,Chennai
186,61,25 Oct 2015,3,v India,119,11,195.08,Mumbai
187,10,3 Feb 2016,1,v England,8,0,80.00,Bloemfontein
188,91,6 Feb 2016,4,v England,73,1,80.21,Port Elizabeth
189,1,9 Feb 2016,0,v England,0,0,0.00,Centurion
190,27,12 Feb 2016,4,v England,36,1,133.33,Johannesburg
191,97,14 Feb 2016,11,v England,101,1,104.12,Cape Town
192,49,3 Jun 2016,0,v West Indies,31,0,63.26,Providence
193,38,7 Jun 2016,0,v Australia,22,0,57.89,Providence
194,32,11 Jun 2016,4,v Australia,39,1,121.87,Basseterre
195,19,15 Jun 2016,1,v West Indies,27,2,142.10,Basseterre
196,10,24 Jun 2016,0,v West Indies,2,0,20.00,Bridgetown
