,balls,date,fours,oppo,runs,sixes,srate,venue
162,35,10 Apr 2007,3,v South Africa,32,0,91.42,St George's
163,11,19 Apr 2007,0,v Bangladesh,1,0,9.09,Bridgetown
164,58,21 Apr 2007,10,v England,79,3,136.20,Bridgetown
165,14,1 Jul 2007,1,v England,6,0,42.85,Lord's
166,40,4 Jul 2007,2,v England,36,3,90.00,Birmingham
167,126,7 Jul 2007,8,v England,82,0,65.07,Nottingham
168,45,10 Jul 2007,6,v Netherlands,51,1,113.33,Dublin
169,94,12 Jul 2007,8,v Scotland,85,3,90.42,Dublin
170,9,30 Nov 2007,0,v Zimbabwe,2,0,22.22,Harare
171,78,2 Dec 2007,4,v Zimbabwe,58,2,74.35,Harare
172,81,10 Apr 2008,8,v Sri Lanka,52,1,64.19,Port of Spain
173,20,12 Apr 2008,1,v Sri Lanka,11,0,55.00,Port of Spain
174,26,24 Jun 2008,3,v Australia,20,0,76.92,Kingstown
175,24,27 Jun 2008,2,v Australia,10,0,41.66,St George's
176,54,29 Jun 2008,5,v Australia,53,3,98.14,St George's
177,92,4 Jul 2008,6,v Australia,92,4,100.00,Basseterre
178,8,6 Jul 2008,1,v Australia,5,0,62.50,Basseterre
179,26,22 Aug 2008,3,v Canada,19,0,73.07,King City (NW)
180,77,24 Aug 2008,14,v Canada,110,6,142.85,King City (NW)
181,106,12 Nov 2008,11,v Pakistan,113,5,106.60,Abu Dhabi
182,6,14 Nov 2008,0,v Pakistan,0,0,0.00,Abu Dhabi
183,137,16 Nov 2008,5,v Pakistan,122,6,89.05,Abu Dhabi
184,36,31 Dec 2008,1,v New Zealand,25,1,69.44,Queenstown
185,31,3 Jan 2009,4,v New Zealand,36,1,116.12,Christchurch
186,24,7 Jan 2009,3,v New Zealand,18,0,75.00,Wellington
187,37,10 Jan 2009,4,v New Zealand,46,3,124.32,Auckland
188,129,13 Jan 2009,9,v New Zealand,135,5,104.65,Napier
189,11,20 Mar 2009,0,v England,2,0,18.18,Providence
190,20,22 Mar 2009,4,v England,20,0,100.00,Providence
191,43,27 Mar 2009,5,v England,80,8,186.04,Bridgetown
192,39,29 Mar 2009,3,v England,46,5,117.94,Bridgetown
193,3,3 Apr 2009,0,v England,0,0,0.00,Gros Islet
194,28,24 May 2009,3,v England,31,2,110.71,Bristol
195,10,26 May 2009,2,v England,11,0,110.00,Birmingham
196,33,26 Jun 2009,5,v India,37,1,112.12,Kingston
197,46,28 Jun 2009,8,v India,64,2,139.13,Kingston
198,14,3 Jul 2009,6,v India,27,0,192.85,Gros Islet
199,2,5 Jul 2009,0,v India,0,0,0.00,Gros Islet
200,5,7 Feb 2010,1,v Australia,7,0,140.00,Melbourne
201,1,9 Feb 2010,0,v Australia,0,0,0.00,Adelaide
202,6,12 Feb 2010,0,v Australia,0,0,0.00,Sydney
203,21,14 Feb 2010,6,v Australia,34,0,161.90,Brisbane
204,5,19 Feb 2010,0,v Australia,14,2,280.00,Melbourne
205,66,4 Mar 2010,2,v Zimbabwe,57,3,86.36,Providence
206,111,6 Mar 2010,7,v Zimbabwe,88,2,79.27,Providence
207,53,10 Mar 2010,3,v Zimbabwe,33,1,62.26,Kingstown
208,20,12 Mar 2010,4,v Zimbabwe,32,2,160.00,Kingstown
209,41,14 Mar 2010,8,v Zimbabwe,63,2,153.65,Kingstown
210,39,22 May 2010,8,v South Africa,45,0,115.38,North Sound
211,35,24 May 2010,3,v South Africa,26,1,74.28,North Sound
212,20,28 May 2010,1,v South Africa,16,1,80.00,Roseau
213,28,30 May 2010,4,v South Africa,29,0,103.57,Roseau
214,19,3 Jun 2010,1,v South Africa,12,0,63.15,Port of Spain
215,11,31 Jan 2011,0,v Sri Lanka,4,0,36.36,Colombo (SSC)
216,30,3 Feb 2011,4,v Sri Lanka,28,1,93.33,Colombo (SSC)
217,1,6 Feb 2011,0,v Sri Lanka,0,0,0.00,Colombo (SSC)
218,3,24 Feb 2011,0,v South Africa,2,0,66.66,Delhi
219,110,28 Feb 2011,7,v Netherlands,80,2,72.72,Delhi
220,36,4 Mar 2011,6,v Bangladesh,37,0,102.77,Dhaka
221,21,17 Mar 2011,8,v England,43,1,204.76,Chennai
222,9,23 Mar 2011,2,v Pakistan,8,0,88.88,Dhaka
223,51,19 Jun 2012,3,v England,53,5,103.92,The Oval
224,57,5 Jul 2012,4,v New Zealand,63,5,110.52,Kingston
225,107,7 Jul 2012,8,v New Zealand,125,9,116.82,Kingston
226,22,11 Jul 2012,2,v New Zealand,11,0,50.00,Basseterre
227,17,14 Jul 2012,1,v New Zealand,16,1,94.11,Basseterre
228,12,16 Jul 2012,1,v New Zealand,5,0,41.66,Basseterre
229,40,30 Nov 2012,4,v Bangladesh,35,2,87.50,Khulna
230,22,2 Dec 2012,2,v Bangladesh,15,1,68.18,Khulna
231,12,5 Dec 2012,1,v Bangladesh,4,0,33.33,Dhaka
232,25,7 Dec 2012,1,v Bangladesh,16,1,64.00,Dhaka
233,19,8 Dec 2012,0,v Bangladesh,2,0,10.52,Dhaka
234,13,1 Feb 2013,1,v Australia,4,0,30.76,Perth
235,7,3 Feb 2013,0,v Australia,4,0,57.14,Perth
236,5,6 Feb 2013,0,v Australia,2,0,40.00,Canberra
237,47,7 Jun 2013,4,v Pakistan,39,1,82.97,The Oval
238,18,11 Jun 2013,4,v India,21,0,116.66,The Oval
239,27,14 Jun 2013,5,v South Africa,36,1,133.33,Cardiff
240,100,28 Jun 2013,9,v Sri Lanka,109,7,109.00,Kingston
241,9,30 Jun 2013,2,v India,11,0,122.22,Kingston
242,13,5 Jul 2013,2,v India,10,0,76.92,Port of Spain
243,17,7 Jul 2013,3,v Sri Lanka,14,0,82.35,Port of Spain
244,8,14 Jul 2013,0,v Pakistan,1,0,12.50,Providence
245,5,16 Jul 2013,0,v Pakistan,1,0,20.00,Providence
246,12,19 Jul 2013,1,v Pakistan,8,0,66.66,Gros Islet
247,46,21 Jul 2013,3,v Pakistan,30,1,65.21,Gros Islet
248,34,24 Jul 2013,2,v Pakistan,21,1,61.76,Gros Islet
249,2,21 Nov 2013,0,v India,0,0,0.00,Kochi
250,18,20 Aug 2014,0,v Bangladesh,3,0,16.66,St George's
251,67,22 Aug 2014,3,v Bangladesh,58,5,86.56,St George's
252,17,25 Aug 2014,1,v Bangladesh,6,0,35.29,Basseterre
253,24,16 Jan 2015,5,v South Africa,41,2,170.83,Durban
254,13,18 Jan 2015,2,v South Africa,19,1,146.15,Johannesburg
255,5,21 Jan 2015,0,v South Africa,1,0,20.00,East London
256,19,25 Jan 2015,1,v South Africa,10,0,52.63,Port Elizabeth
257,1,28 Jan 2015,0,v South Africa,0,0,0.00,Centurion
258,65,16 Feb 2015,3,v Ireland,36,1,55.38,Nelson
259,14,21 Feb 2015,0,v Pakistan,4,0,28.57,Christchurch
260,147,24 Feb 2015,10,v Zimbabwe,215,16,146.25,Canberra
261,4,27 Feb 2015,0,v South Africa,3,0,75.00,Sydney
262,27,6 Mar 2015,2,v India,21,1,77.77,Perth
263,33,21 Mar 2015,2,v New Zealand,61,8,184.84,Wellington
